UID,State,Office Level,Electoral District,Office Name,Candidate Name,Candidate Party,Completed?,Incumbent,Phone,Mailing Address,Website,Email,Facebook URL,Twitter Name,Google Plus URL,Wiki Word,Youtube
VT00001,VT,Federal,VT,For US Senator,Pete Diamondstone,Liberty Union,Jenny,,,,,,,,,,
VT00002,VT,Federal,VT,For US Senator,Cris Ericson,United States Marijuana,Jenny,,,,http://crisericson.com/,,http://www.facebook.com/profile.php?id=100001499824825&fref=ts,,,,
VT00003,VT,Federal,VT,For US Senator,Laurel Laframboise,VoteKISS,Jenny,,,,www.votekiss.org,,,,,,
VT00004,VT,Federal,VT,For US Senator,John MacGovern,Republican,Jenny,,,,http://johnmacgovern.com/,,https://www.facebook.com/MacGovern2012?ref=ts,JohnMacgovern,,,
VT00005,VT,Federal,VT,For US Senator,Peter Moss,Peace and Prosperity,Jenny,,,,http://petermoss.org/,,,,,,
VT00006,VT,Federal,VT,For US Senator,Bernie Sanders,Independent,Jenny,,,,http://www.bernie.org/splash-page/,,https://www.facebook.com/friendsofbernie?ref=ts,FriendsOfBernie,,,
VT00007,VT,Federal,VT,For Representative to Congress,"James ""Sam"" Desrochers",Independent,Jenny,,,,http://www.vtcongress.com/default.html,,,,,,
VT00008,VT,Federal,VT,For Representative to Congress,Mark Donka,Republican,Jenny,,,,http://www.markdonkaforvt.com/,,http://www.facebook.com/MarkDonkaForCongress,,,,
VT00009,VT,Federal,VT,For Representative to Congress,Andre Laframboise,VoteKISS,Jenny,,,,,,,,,,
VT00010,VT,Federal,VT,For Representative to Congress,Jane Newton,Liberty Union,Jenny,,,,,,,,,,
VT00011,VT,Federal,VT,For Representative to Congress,Peter Welch,Democratic/Working Families,Jenny,,,,http://www.welchforcongress.com/,,http://www.facebook.com/welchforcongress,Team_Welch,,,
VT00012,VT,Statewide,VT,For Governor,Randy Brock,Republican,TRUE,,,,http://www.randybrock.com/tvbudget/,,http://www.facebook.com/RandyBrockVT,BrockforGov,,,
VT00013,VT,Statewide,VT,For Governor,Dave Eagle,Liberty Union,TRUE,,,,,,http://www.facebook.com/eagle4gov,,,,
VT00014,VT,Statewide,VT,For Governor,Cris Ericson,United States Marijuana,TRUE,,,,http://crisericson.com/,,http://www.facebook.com/profile.php?id=100001499824825&fref=ts,,,,
VT00015,VT,Statewide,VT,For Governor,Emily Peyton,Independent,TRUE,,,,http://www.emilypeyton.org/,,http://www.facebook.com/pages/Emily-Peyton-for-Governor-of-VT/288848634550438?skip_nax_wizard=true,GovernorEmily,,,
VT00016,VT,Statewide,VT,For Governor,Peter Shumlin,Democratic/Working Families,TRUE,,,,http://www.shumlinforgovernor.com/,,http://www.facebook.com/petershumlin,petershumlin,,,
VT00017,VT,Statewide,VT,For Lieutenant Governor,"Cassandra ""Cass"" Gekas",Progressive/Democratic,TRUE,,,,http://www.gekas2012.com/,,http://www.facebook.com/Gekas2012,Gekas2012,,,
VT00018,VT,Statewide,VT,For Lieutenant Governor,Ben Mitchell,Liberty Union,TRUE,,,,,,,,,,
VT00019,VT,Statewide,VT,For Lieutenant Governor,Phil Scott,Republican,TRUE,,,,http://www.philscott.org/,,http://www.facebook.com/PhilScottforLtGov,PhilScottVT,,,
VT00020,VT,Statewide,VT,For State Treasurer,"Jessica ""Jessy"" Diamondstone",Liberty Union,TRUE,,,,,,,,,,
VT00021,VT,Statewide,VT,For State Treasurer,Beth Pearce,Democratic/Working Families,TRUE,,,,http://bethpearce.com/,,http://www.facebook.com/pages/Beth-Pearce/343317092414108,,,,
VT00022,VT,Statewide,VT,For State Treasurer,Don Schramm,Progressive,TRUE,,,,,,,,,,
VT00023,VT,Statewide,VT,For State Treasurer,Wendy Wilton,Republican,TRUE,,,,http://wendywilton.org/,,https://www.facebook.com/WendyWiltonForVtStateTreasurer,WendyWiltonVT,,,
VT00024,VT,Statewide,VT,For Secretary of State,James C. Condos,Dem/Prog/WF/Rep,TRUE,,,,http://www.jimcondos.com/,,,,,,
VT00025,VT,Statewide,VT,For Secretary of State,"Mary Alice ""Mal"" Herbert",Liberty Union,TRUE,,,,,,,,,,
VT00026,VT,Statewide,VT,For Auditor of Accounts,Doug Hoffer,Democratic/Progressive,TRUE,,,,http://hofferforauditor.com/,,http://www.facebook.com/doug.hoffer.5?ref=ts,douglashoffer,,,
VT00027,VT,Statewide,VT,For Auditor of Accounts,Vincent Illuzzi,Republican/Working Families,TRUE,,,,http://vinceforvermont.com/,,https://www.facebook.com/vinceforvermont,vincevermont,,,
VT00028,VT,Statewide,VT,For Auditor of Accounts,Jerry Levy,Liberty Union,TRUE,,,,,,,,,,
VT00029,VT,Statewide,VT,For Attorney General,Rosemarie Jackowski,Liberty Union,TRUE,,,,,,,,,,
VT00030,VT,Statewide,VT,For Attorney General,Jack McMullen,Republican,TRUE,,,,http://www.jackmcmullenag.com/,,http://www.facebook.com/JackMcMullenForVTAG,McMullenforVTAG,,,
VT00031,VT,Statewide,VT,For Attorney General,William H. Sorrell,Democratic,TRUE,,,,http://billsorrell.com/,,http://www.facebook.com/ATGBillSorrell,ATGBillSorrell,,,
VT00032,VT,Statewide,VT,For Attorney General,Ed Stanak,Progressive,TRUE,,,,http://edstanak.wordpress.com/,,http://www.facebook.com/pages/Ed-Stanak-for-Vermont-Attorney-General/338364382923724,,,,
VT00033,VT,State Legislature - Upper,VT State Senate Addison,For State Senator - Addison Senate ,Claire Ayer,Democratic,TRUE,,,,,,,,,,
VT00034,VT,State Legislature - Upper,VT State Senate Addison,For State Senator - Addison Senate ,Christopher A. Bray,Democratic,TRUE,,,,http://www.brayforvermont.com/about,,http://www.facebook.com/Bray4VtSenate,Bray4VT,,,
VT00035,VT,State Legislature - Upper,VT State Senate Addison,For State Senator - Addison Senate ,Robert Wagner,Independent,TRUE,,,,http://senatorwagner.com/,,http://www.facebook.com/SenatorWagner,RobertWagnerVT,,,
VT00036,VT,State Legislature - Upper,VT State Senate Bennington,For State Senator - Bennington Senate,Bob Hartwell,Democratic,TRUE,,,,,,http://www.facebook.com/VtStateSenatorBobHartwell,,,,
VT00037,VT,State Legislature - Upper,VT State Senate Bennington,For State Senator - Bennington Senate,Dick Sears,Democratic,TRUE,,,,,,,,,,
VT00038,VT,State Legislature - Upper,VT State Senate Caledonia,For State Senator - Caledonia Senate,Stephen H. Amos,Democratic,TRUE,,,,,,,,,,
VT00039,VT,State Legislature - Upper,VT State Senate Caledonia,For State Senator - Caledonia Senate,Joe Benning,Republican,TRUE,,,,http://joebenning.com/,,,,,,
VT00040,VT,State Legislature - Upper,VT State Senate Caledonia,For State Senator - Caledonia Senate,David Dill,Republican,TRUE,,,,,,,,,,
VT00041,VT,State Legislature - Upper,VT State Senate Caledonia,For State Senator - Caledonia Senate,Jane Kitchel,Democratic,TRUE,,,,http://www.kitchelforsenate.com/,,,,,,
VT00042,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Tim Ashe,Democratic/Progressive,TRUE,,,,http://www.timashe.com/,,https://www.facebook.com/pages/Tim-Ashe/205077056243826?sk=wall,TimAsheVT,,,
VT00043,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Philip Baruth,Democratic/Working Families,TRUE,,,,http://vermontdailybriefing.com/,,http://www.facebook.com/baruthsenate,PhilipBaruth,,,
VT00044,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Patrick N. Brown,Independent,TRUE,,,,,,http://www.facebook.com/PatrickBrownForVermontSenate,,,,
VT00045,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Larkin Forney,Green,TRUE,,,,http://www.justiceforvermonters.org/,,,,,,
VT00046,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Sally Fox,Democratic,TRUE,,,,http://www.sallyfoxforsenate.com/,,http://www.facebook.com/pages/Sally-Fox-for-VT-State-Senate-2012/137189332960490,,,,
VT00047,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Debbie Ingram,Democratic,TRUE,,,,http://www.ingramforsenate.com/,,http://www.facebook.com/IngramForSenate,https://twitter.com/ingramforsenate,,,
VT00048,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,"Richard ""Terry"" Jeroloman",Progressive,TRUE,,,,https://sites.google.com/site/jeroloman/,,http://www.facebook.com/jeroloman,,,,
VT00049,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Bob Kiss,Independent,TRUE,,,,http://www.kissforsenate.com/,,https://www.facebook.com/kissforsenate,,,,
VT00050,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Robert Letovsky,Independent,TRUE,,,,http://www.robertvtsenate.com/,,,,,,
VT00051,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,"Virginia ""Ginny"" Lyons",Democratic,TRUE,,,,http://senatorginnylyons.com/senatorginnylyons.com/Home.html,,,,,,
VT00052,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Shelley Palmer,Tea,TRUE,,,,,,,,,,
VT00053,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Sean Selby,Independent,TRUE,,,,,,,,,,
VT00054,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,Diane B. Snelling,Republican,TRUE,,,,http://dianesnelling.com/,,http://www.facebook.com/pages/Senator-Diane-Snelling/201662053141,,,,
VT00055,VT,State Legislature - Upper,VT State Senate Chittenden,For State Senator - Chittenden Senate,David E. Zuckerman,Progressive/Democratic,TRUE,,,,http://zuckermanforvtsenate.wordpress.com/,,http://www.facebook.com/davezuckermanvt,,,,
VT00056,VT,State Legislature - Upper,VT State Senate Essex-Orleans,For State Senator - Essex-Orleans Senate,Jay Dudley,Republican,TRUE,,,,http://www.dudleyforstatesenate.com/,,http://www.facebook.com/pages/Jay-Dudley/156142537842977,,,,
VT00057,VT,State Legislature - Upper,VT State Senate Essex-Orleans,For State Senator - Essex-Orleans Senate,Robert W. Lewis,Republican,TRUE,,,,,,,,,,
VT00058,VT,State Legislature - Upper,VT State Senate Essex-Orleans,For State Senator - Essex-Orleans Senate,John S. Rodgers,Democratic,TRUE,,,,http://rodgersforsenate.com/,,https://www.facebook.com/JohnSRodgers4Senate,rodgers4senate,,,
VT00059,VT,State Legislature - Upper,VT State Senate Essex-Orleans,For State Senator - Essex-Orleans Senate,Robert A. Starr,Democratic,TRUE,,,,,,,,,,
VT00060,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,Caroline Bright,Democratic,TRUE,,,,http://www.carolinebright.org/,,http://www.facebook.com/BrightForFranklinCounty,BrightforFCVT,,,
VT00061,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,"Donald ""Don"" Collins",Democratic,TRUE,,,,https://sites.google.com/site/doncollinsforsenate/,,,,,,
VT00062,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,Dustin Allard Degree,Republican,TRUE,,,,http://www.dustindegree.com/,,https://www.facebook.com/pages/Degree-For-St-Albans-City/135706293113162,DustinDegree,,,
VT00063,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,Norm McAllister,Republican,TRUE,,,,,,,,,,
VT00064,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,Judith McLaughlin,Independent,TRUE,,,,,,https://www.facebook.com/pages/McLaughlin-For-Senate/392373994148339,,,,
VT00065,VT,State Legislature - Upper,VT State Senate Franklin,For State Senator - Franklin Senate,Peter Moss,Peace and Prosperity,TRUE,,,,http://petermoss.org/,,,,,,
VT00066,VT,State Legislature - Upper,VT State Senate Grand Isle,For State Senator - Grand Isle Senate,"Richard ""Dick"" Mazza",Democratic,TRUE,,,,,,,,,,
VT00067,VT,State Legislature - Upper,VT State Senate Lamoille,For State Senator - Lamoille Senate,Jerry Colby,Democratic,TRUE,,,,http://jerrycolbyforstatesenator.org/,,http://www.facebook.com/JerryColbyForStateSenator,,,,
VT00068,VT,State Legislature - Upper,VT State Senate Lamoille,For State Senator - Lamoille Senate,Richard A. Westman,Republican,TRUE,,,,http://www.westmansenate.org/,,http://www.facebook.com/WestmanSenate,WestmanSenate,,,
VT00069,VT,State Legislature - Upper,VT State Senate Orange,For State Senator - Orange Senate,Mark A. Macdonald,Democratic,TRUE,,,,,,,,,,
VT00070,VT,State Legislature - Upper,VT State Senate Rutland,For State Senator - Rutland Senate,Bill Carris,Democratic,TRUE,,,,,,,,,,
VT00071,VT,State Legislature - Upper,VT State Senate Rutland,For State Senator - Rutland Senate,Peg Flory,Republican/Democratic,TRUE,,,,,,,,,,
VT00072,VT,State Legislature - Upper,VT State Senate Rutland,For State Senator - Rutland Senate,Kevin J. Mullin,Republican/Democratic,TRUE,,,,,,http://www.facebook.com/pages/Kevin-Mullin-For-Senate/146054755432934,,,,
VT00073,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,"Bernard ""Buddy"" Barnett",Republican,TRUE,,,,http://www.buddyforvtsenate.com/Home_Page.html,,http://www.facebook.com/buddyforvtsenate,,,,
VT00074,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,Ann Cummings,Democratic,TRUE,,,,,,http://www.facebook.com/pages/Senator-Ann-Cummings/354537127960718,,,,
VT00075,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,"William ""Bill"" Doyle",Republican/Democratic/Working Families,TRUE,,,,,,,,,,
VT00076,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,Jeremy Hansen,Independent,TRUE,,,,https://hansen.directrep.us/,,http://www.facebook.com/jeremyhansen2012,OVTElection,,,
VT00077,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,Dexter Lefavour,Republican,TRUE,,,,http://www.dexter4vt.com/,,http://www.facebook.com/DexterForVermont,,,,
VT00078,VT,State Legislature - Upper,VT State Senate Washington,For State Senator - Washington Senate,Anthony Pollina,Progressive/Democratic/Working Families,TRUE,,,,http://pollinaforstatesenate.com/,,http://www.facebook.com/pages/Anthony-Pollina/22987538520,,,,
VT00079,VT,State Legislature - Upper,VT State Senate Windham,For State Senator - Windham Senate,Aaron Diamondstone,Liberty Union,TRUE,,,,,,,,,,
VT00080,VT,State Legislature - Upper,VT State Senate Windham,For State Senator - Windham Senate,Peter W. Galbraith,Democratic,TRUE,,,,http://www.peterwgalbraith.com/,,http://www.facebook.com/pages/Peter-Galbraith-for-VT-Senate/134324746606489,,,,
VT00081,VT,State Legislature - Upper,VT State Senate Windham,For State Senator - Windham Senate,Jeanette White,Democratic,TRUE,,,,,,,,,,
VT00082,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,John Campbell,Democratic,TRUE,,,,,,,,,,
VT00083,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,Paul E. Gibbs Jr,Republican,TRUE,,,,,,https://www.facebook.com/pegibbs,,,,
VT00084,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,"Richard ""Dick"" Mccormack",Democratic,TRUE,,,,,,,,,,
VT00085,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,Alice W. Nitka,Democratic,TRUE,,,,,,,,,,
VT00086,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,Dick Tracy,Republican,TRUE,,,,,,http://www.facebook.com/dicktracy.campaign,,,,
VT00087,VT,State Legislature - Upper,VT State Senate Windsor,For State Senator - Windsor Senate,Jeff Whittemore,Republican,TRUE,,,,,,,,,,
VT00088,VT,State Legislature - Lower,VT State House District Addison 1,For State Representative - Addison 1,Betty Nuovo,Democratic,TRUE,,,,,,,,,,
VT00089,VT,State Legislature - Lower,VT State House District Addison 1,For State Representative - Addison 1,Paul Ralston,Democratic,TRUE,,,,,,,,,,
VT00090,VT,State Legislature - Lower,VT State House District Addison 2,For State Representative - Addison 2,Willem Jewett,Democratic,TRUE,,,,http://willemjewett.com/,,,,,,
VT00091,VT,State Legislature - Lower,VT State House District Addison 2,For State Representative - Addison 2,Tim Ryan,Independent,TRUE,,,,http://timryanvt.com/,,http://www.facebook.com/TimRyanVT,,,,
VT00092,VT,State Legislature - Lower,VT State House District Addison 3,For State Representative - Addison 3,Gregory Clark,Republican,TRUE,,,,,,,,,,
VT00093,VT,State Legislature - Lower,VT State House District Addison 3,For State Representative - Addison 3,Arabella Holzapfel,Democratic,TRUE,,,,http://www.arabella4vthouse.blogspot.com/,,,,,,
VT00094,VT,State Legislature - Lower,VT State House District Addison 3,For State Representative - Addison 3,Diane Lanpher,Democratic,TRUE,,,,http://dianelanpher.com/,,http://www.facebook.com/diane.lanpher,,,,
VT00095,VT,State Legislature - Lower,VT State House District Addison 4,For State Representative - Addison 4,Michael Fisher,Democratic,TRUE,,,,,,,,,,
VT00096,VT,State Legislature - Lower,VT State House District Addison 4,For State Representative - Addison 4,Dave Sharpe,Democratic,TRUE,,,,,,,,,,
VT00097,VT,State Legislature - Lower,VT State House District Addison 5,For State Representative - Addison 5,Edward V. Mcguire,Democratic,TRUE,,,,http://mcguireforhouse.com/,,,,,,
VT00098,VT,State Legislature - Lower,VT State House District Addison 5,For State Representative - Addison 5,Harvey T. Smith,Republican,TRUE,,,,,,,,,,
VT00099,VT,State Legislature - Lower,VT State House District Addison-Rutland,For State Representative - Addison-Rutland,Will Stevens,Independent,TRUE,,,,,,,,,,
VT00100,VT,State Legislature - Lower,VT State House District Bennington 1,For State Representative - Bennington 1,Bill Botzow,Democratic,TRUE,,,,,,,,,,
VT00101,VT,State Legislature - Lower,VT State House District Bennington 2-1 ,For State Representative - Bennington 2-1 ,Brian Campion,Democratic,TRUE,,,,http://www.briancampion.org/,,http://www.facebook.com/briancampionforvt,,,,
VT00102,VT,State Legislature - Lower,VT State House District Bennington 2-1 ,For State Representative - Bennington 2-1 ,Timothy R. Corcoran II,Democratic,TRUE,,,,,,,,,,
VT00103,VT,State Legislature - Lower,VT State House District Bennington 2-1 ,For State Representative - Bennington 2-1 ,Warren Roaf,Republican,TRUE,,,,,,http://www.facebook.com/RoafForStateRepresentative,,,,
VT00104,VT,State Legislature - Lower,VT State House District Bennington 2-2,For State Representative - Bennington 2-2,Dale Gerity,Democratic,TRUE,,,,,,,,,,
VT00105,VT,State Legislature - Lower,VT State House District Bennington 2-2,For State Representative - Bennington 2-2,Anne Mook,Democratic,TRUE,,,,http://www.annemook.org/,,,,,,
VT00106,VT,State Legislature - Lower,VT State House District Bennington 2-2,For State Representative - Bennington 2-2,Mary A. Morrissey,Republican,TRUE,,,,,,,,,,
VT00107,VT,State Legislature - Lower,VT State House District Bennington 3,For State Representative - Bennington 3,Alice Miller,Democratic,TRUE,,,,,,,,,,
VT00108,VT,State Legislature - Lower,VT State House District Bennington 4 ,For State Representative - Bennington 4 ,Cynthia Browning,Democratic,TRUE,,,,,,,,,,
